date,buy,sell
2024-09-05,77450000,78600000
2024-09-06,77450000,78600000
2024-09-07,77450000,78600000
2024-09-08,77450000,78600000
2024-09-09,77300000,78450000
2024-09-10,77350000,78500000
2024-09-11,77500000,78650000
2024-09-12,77500000,78650000
2024-09-13,77900000,79100000
2024-09-14,77900000,79100000
2024-09-15,77900000,79100000
2024-09-16,78000000,79200000
2024-09-17,78000000,79200000
2024-09-18,78100000,79200000
2024-09-19,78100000,79200000
2024-09-20,79300000,80400000
2024-09-21,79400000,80550000
2024-09-22,79400000,80550000
2024-09-23,80100000,81200000
2024-09-24,80600000,81650000
2024-09-25,81950000,82950000
2024-09-26,82500000,83350000
2024-09-27,82750000,83450000
2024-09-28,82750000,83450000
2024-09-29,82750000,83450000
2024-09-30,82300000,83350000
2024-10-01,81900000,82900000
2024-10-02,82200000,83150000
2024-10-03,82500000,83500000
2024-10-04,82850000,83600000
2024-10-05,82850000,83600000
2024-10-06,82850000,83600000
2024-10-07,82750000,83600000
2024-10-08,82700000,83600000
2024-10-09,82300000,83300000
2024-10-10,82000000,82900000
2024-10-11,82300000,83200000
2024-10-12,82550000,83450000
2024-10-13,82550000,83450000
2024-10-14,82950000,83850000
2024-10-15,82950000,83850000
2024-10-25,87900000,88900000
2024-10-26,87900000,88900000
2024-10-27,87900000,88900000
2024-10-28,87700000,88700000
2024-10-29,88000000,89000000
2024-10-30,88600000,89600000
2024-10-31,88650000,89650000
2024-11-01,88100000,89100000
2024-11-02,88000000,89000000
2024-11-03,88000000,89000000
2024-11-04,87600000,88800000
2024-11-05,87500000,88500000
2024-11-06,87300000,88400000
2024-11-07,81000000,83800000
2024-11-08,83350000,85150000
2024-11-09,83350000,85150000
2024-11-10,83350000,85150000
2024-11-11,83150000,84950000
2024-11-12,80500000,83200000
2024-11-13,81100000,83200000
2024-11-14,79800000,82100000
2024-11-15,81000000,82700000
2024-11-16,81000000,82700000
2024-11-17,81000000,82700000
2024-11-18,82400000,83700000
2024-11-19,83800000,84800000
2024-11-20,84300000,85300000
2024-11-21,84800000,85800000
2024-11-22,85400000,86500000
2024-11-23,85600000,86600000
2024-11-24,85600000,86600000
2024-11-25,84300000,85800000
2024-11-26,82300000,84400000
2024-11-27,83900000,84900000
2024-11-28,83500000,84700000
2024-11-29,83800000,84800000
2024-11-30,83500000,84500000
2024-12-01,83500000,84500000
2024-12-02,82900000,83900000
2024-12-03,83300000,84300000
2024-12-04,83300000,84300000
2024-12-05,83300000,84300000
2024-12-06,83000000,84000000
2024-12-07,83000000,84000000
2024-12-08,83000000,84000000
2024-12-09,83500000,84500000
2024-12-10,83900000,84900000
2024-12-11,84600000,85700000
2024-12-12,84800000,85900000
2024-12-13,83800000,84900000
2024-12-14,83500000,84600000
2024-12-15,83500000,84600000
2024-12-16,83600000,84600000
2024-12-17,83700000,84700000
2024-12-18,83700000,84700000
2024-12-19,83050000,84050000
2024-12-20,82750000,83750000
2024-12-21,82900000,84400000
2024-12-22,82900000,84400000
2024-12-23,83500000,84500000
2024-12-24,83300000,84300000
2024-12-25,83300000,84300000
2024-12-26,83500000,84500000
2024-12-27,83900000,84700000
2024-12-28,83850000,84700000
2024-12-29,83850000,84700000
2024-12-30,83600000,84500000
2024-12-31,83300000,84200000
2025-01-01,83300000,84200000
2025-01-02,84000000,85000000
2025-01-03,84550000,85500000
2025-01-04,84550000,85500000
2025-01-05,84550000,85500000
2025-01-06,84300000,85300000
2025-01-07,84400000,85400000
2025-01-08,84500000,85700000
2025-01-09,84800000,86000000
2025-01-10,85100000,86300000
2025-01-11,85400000,86600000
2025-01-12,85400000,86600000
2025-01-13,85100000,86400000
2025-01-14,84600000,86100000
2025-01-15,84800000,86300000
2025-01-16,85000000,86500000
2025-01-17,85200000,86700000
2025-01-18,84600000,86200000
2025-01-19,84600000,86200000
2025-01-20,84400000,86000000
2025-01-21,85750000,87200000
2025-01-22,86200000,87700000
2025-01-23,86400000,87900000
2025-01-24,86600000,88100000
2025-01-25,86600000,88100000
2025-01-26,86600000,88100000
2025-01-27,86600000,88100000
2025-01-28,86600000,88100000
2025-01-29,86600000,88100000
2025-01-30,86600000,88100000
2025-01-31,86600000,88100000
2025-02-01,86600000,88100000
2025-02-02,86600000,88100000
2025-02-03,88100000,89500000
2025-02-04,88000000,90000000
2025-02-05,88200000,91000000
2025-02-06,86200000,89600000
2025-02-07,86600000,90300000
2025-02-09,89200000,91200000
2025-02-10,87800000,90400000
2025-02-11,88500000,90200000
2025-02-12,89000000,90700000
2025-02-13,89300000,91100000
2025-02-14,89000000,91100000
2025-02-15,88300000,90300000
2025-02-16,89100000,90600000
2025-02-17,89600000,91100000
2025-02-18,90100000,91900000
2025-02-19,90600000,92300000
2025-02-20,90000000,91700000
2025-02-21,90600000,92000000
2025-02-22,90000000,91700000
2025-02-24,91000000,92000000
2025-02-25,90200000,91300000
2025-02-26,90500000,91500000
2025-02-27,90100000,91200000
2025-02-28,90000000,91000000
2025-03-01,90000000,91000000
2025-03-02,90650000,91500000
2025-03-03,90500000,91500000
2025-03-04,91200000,92200000
2025-03-05,91400000,93000000
2025-03-06,91600000,93200000
2025-03-09,91900000,93400000
2025-03-10,92100000,93500000
2025-03-11,92600000,94000000
2025-03-12,93600000,94900000
2025-03-13,94900000,96300000
2025-03-14,95000000,96300000
2025-03-15,94900000,96300000
2025-03-16,95100000,96600000
2025-03-17,97200000,98700000
2025-03-18,98300000,99900000
2025-03-19,98400000,99900000
2025-03-20,99200000,100800000
2025-03-21,95900000,98500000
2025-03-30,99000000,101500000
2025-03-31,99800000,102100000
2025-04-01,99600000,102100000
2025-04-02,99300000,102200000
2025-04-03,99300000,102200000
2025-04-04,98700000,101500000
2025-04-05,96700000,100100000
2025-04-08,96500000,99500000
2025-04-10,100400000,103400000
2025-04-11,101400000,105000000
2025-04-14,101800000,104800000
2025-04-16,108000000,110500000
2025-04-17,114500000,117500000
2025-04-19,109500000,113500000
2025-04-20,109500000,113500000
2025-04-21,113500000,117000000
2025-04-22,117200000,119000000
2025-04-23,112500000,115300000
2025-04-24,113500000,116300000
2025-04-25,112500000,115500000
2025-04-26,114000000,116500000
2025-04-27,114000000,116500000
2025-04-28,112500000,115000000
2025-04-29,114000000,116500000
2025-04-30,114000000,116500000
2025-05-01,114000000,116500000
2025-05-02,114000000,116500000
2025-05-03,114000000,116500000
2025-05-04,114000000,116500000
2025-05-05,112500000,115000000
2025-05-06,115500000,118000000
2025-05-07,115500000,118000000
2025-05-08,114000000,116500000
2025-05-09,114000000,116500000
2025-05-10,114500000,117000000
2025-05-11,114500000,117000000
2025-05-12,112500000,115000000
2025-05-13,113000000,115500000
2025-05-14,112500000,115000000
2025-05-15,110500000,113500000
2025-05-16,111700000,114700000
2025-05-17,111000000,114000000
2025-05-18,111000000,114000000
2025-05-19,111500000,114500000
2025-05-20,111500000,114000000
2025-05-21,112500000,115000000
2025-05-22,113000000,115500000
2025-05-23,112500000,115500000
2025-05-24,113500000,116000000
2025-05-25,113500000,116000000
2025-05-26,112000000,114500000
2025-05-27,111300000,114000000
2025-05-28,111500000,114000000
2025-05-29,111000000,113300000
2025-05-30,111500000,114000000
2025-05-31,111000000,113500000
2025-06-01,111000000,113500000
2025-06-02,111500000,113700000
2025-06-03,111500000,113500000
2025-06-04,112000000,114000000
2025-06-05,112500000,114500000
2025-06-06,112500000,114500000
2025-06-07,112500000,114500000
2025-06-08,112500000,114500000
2025-06-09,112500000,114500000
2025-06-10,113000000,115500000
2025-06-11,113500000,115500000
2025-06-12,114000000,116000000
2025-06-13,115000000,117000000
2025-06-14,115000000,117000000
2025-06-15,115000000,117000000
2025-06-16,115000000,117000000
2025-06-17,115000000,117000000
2025-06-18,115000000,117000000
2025-06-19,114500000,116500000
2025-06-20,114000000,116000000
2025-06-21,114500000,116500000
2025-06-22,114500000,116500000
2025-06-23,114500000,116500000
2025-06-24,114000000,116000000
2025-06-25,114500000,116500000
2025-06-26,115000000,117000000
2025-06-27,114500000,116500000
2025-06-28,114000000,116000000
2025-06-29,114000000,116000000
2025-06-30,114300000,116300000
2025-07-01,115400000,117400000
2025-07-02,115400000,117400000
2025-07-03,116000000,118000000
2025-07-04,115500000,117500000
2025-07-05,115500000,117500000
2025-07-06,115500000,117500000
2025-07-07,115000000,117000000
2025-07-08,115500000,117500000
2025-07-09,115000000,117000000
2025-07-10,115200000,117200000
2025-07-11,115500000,118500000
2025-07-12,116000000,119000000
2025-07-13,116000000,119000000
2025-07-14,116000000,119000000
2025-07-15,115600000,118600000
2025-07-16,115600000,118100000
2025-07-17,115900000,118400000
2025-07-18,115900000,118400000
2025-07-19,115900000,118400000
2025-07-20,115900000,118400000
2025-07-21,116100000,118600000
2025-07-22,116600000,119100000
2025-07-23,117000000,119500000
2025-07-24,116500000,119000000
2025-07-25,116500000,119000000
2025-07-26,116000000,118500000
2025-07-27,116000000,118500000
2025-07-28,116000000,118500000
2025-07-29,115900000,118400000
2025-07-30,116100000,118600000
2025-07-31,115800000,118300000
2025-08-01,116000000,118500000
2025-08-02,117000000,119500000
2025-08-03,117000000,119500000
2025-08-04,117000000,119500000
2025-08-05,117500000,120000000
2025-08-06,117500000,120000000
2025-08-07,117500000,120000000
2025-08-08,117500000,120000000
2025-08-09,117500000,120000000
2025-08-10,117500000,120000000
2025-08-11,117000000,119500000
2025-08-12,116300000,119800000
2025-08-13,116500000,119500000
2025-08-14,116800000,119800000
2025-08-15,116500000,119500000
2025-08-16,116500000,119500000
2025-08-17,116500000,119500000
2025-08-18,117000000,120000000
2025-08-19,117000000,120000000
2025-08-20,117000000,120200000
2025-08-21,117300000,120300000
2025-08-22,117400000,120400000
2025-08-23,118800000,121800000
2025-08-24,118800000,121800000
2025-08-25,118800000,121800000
2025-08-26,119300000,122300000
2025-08-27,119800000,122800000
2025-08-28,120300000,123300000
2025-08-29,120600000,123600000
2025-08-30,122500000,125500000
2025-08-31,122500000,125500000
2025-09-01,122500000,125500000
2025-09-02,124500000,127500000
2025-09-03,125800000,128800000
2025-09-04,126300000,129300000
2025-09-05,126500000,129500000
2025-09-06,127700000,130700000
2025-09-07,127700000,130700000
2025-09-08,127700000,130700000
2025-09-09,128300000,131300000
2025-09-10,127500000,130500000
2025-09-11,127300000,130300000
2025-09-12,126200000,129200000
2025-09-13,126200000,129200000
2025-09-14,126200000,129200000
2025-09-15,126200000,129200000
2025-09-16,126800000,129800000
2025-09-17,126800000,129800000
2025-09-18,126300000,129300000
2025-09-22,127500000,130500000
2025-09-23,128500000,131500000
2025-09-24,128800000,131800000
2025-09-25,128500000,131500000
2025-09-26,128500000,131500000
2025-09-27,128800000,131800000
2025-09-28,128800000,131800000
2025-09-29,129900000,132900000
2025-09-30,131000000,134000000
2025-10-01,132000000,135000000
2025-10-02,132000000,135000000
2025-10-03,132000000,135000000
2025-10-04,132600000,135600000
2025-10-05,132600000,135600000
2025-10-06,134500000,137500000
2025-10-07,135000000,138000000
2025-10-08,136800000,139800000
2025-10-09,136800000,139800000
2025-10-10,136500000,139500000
2025-10-11,136800000,139800000
2025-10-12,136800000,139800000
2025-10-13,139500000,142000000
2025-10-14,143900000,145900000
2025-10-15,144800000,147800000
2025-10-16,147000000,149000000
2025-10-17,150600000,152100000
2025-10-18,149500000,150900000
2025-10-19,149500000,150900000
2025-10-20,149000000,151300000
2025-10-21,149800000,152400000
2025-10-22,145500000,148500000
2025-10-23,146400000,149400000
2025-10-24,145500000,148400000
2025-10-25,146500000,149100000
2025-10-26,146500000,149100000
2025-10-27,145800000,148300000
2025-10-28,142000000,145000000
2025-10-29,144600000,147600000
2025-10-30,144700000,147700000
2025-10-31,145300000,148300000
2025-11-01,145300000,148300000
2025-11-02,145300000,148300000
2025-11-03,145500000,148500000
2025-11-04,145000000,148000000
2025-11-05,143500000,146500000
2025-11-06,144500000,147500000
2025-11-11,148500000,151500000
2025-11-12,148000000,151000000
2025-11-13,150500000,153500000
2025-11-14,149500000,152500000
2025-11-15,146900000,149900000
2025-11-16,146900000,149900000
2025-11-17,146900000,149900000
2025-11-18,146000000,149000000
2025-11-19,146500000,149500000
2025-11-20,146200000,149200000
2025-11-21,146200000,149200000
2025-11-22,146100000,149100000
2025-11-23,146100000,149100000
2025-11-24,146100000,149100000
2025-11-25,148700000,151700000
2025-11-26,149400000,152400000
2025-11-27,149400000,152400000
2025-11-28,149800000,152800000
2025-11-29,151000000,154000000
2025-12-01,150900000,153900000
2025-12-02,150600000,153600000
2025-12-03,150600000,153600000
2025-12-04,150000000,153000000
2025-12-05,150000000,153000000
2025-12-06,150000000,153000000
2025-12-07,150000000,153000000
2025-12-08,150000000,153000000
2025-12-09,149500000,152500000
2025-12-10,149500000,152500000
2025-12-11,149500000,152500000
2025-12-12,150600000,153600000
2025-12-13,151500000,154500000
2025-12-14,151500000,154500000
2025-12-15,151800000,154800000
2025-12-16,151000000,154000000
2025-12-17,151000000,154000000
2025-12-18,151000000,154000000
2025-12-19,151000000,154000000
2025-12-20,151000000,154000000
2025-12-21,151000000,154000000
2025-12-22,151500000,154500000
2025-12-23,153500000,156500000
2025-12-24,154000000,157000000
2025-12-25,154000000,157000000
2025-12-26,154000000,157000000
2025-12-27,155000000,158000000
2025-12-28,155000000,158000000
2025-12-29,154000000,157000000
2025-12-30,150000000,153000000
2025-12-31,150000000,152000000
2026-01-01,149000000,152000000
2026-01-02,149000000,152000000
2026-01-03,149000000,152000000
2026-01-04,149000000,152000000
2026-01-05,151000000,154000000
2026-01-06,152500000,155500000
2026-01-07,153500000,156500000
2026-01-08,153000000,156000000
2026-01-09,154000000,157000000
2026-01-10,154500000,157500000
2026-01-11,154500000,157500000
2026-01-12,156000000,159000000
2026-01-13,157000000,160000000
2026-01-14,158500000,161500000
2026-01-15,158000000,161000000
2026-01-16,158000000,161000000
2026-01-17,158000000,161000000
2026-01-18,158000000,161000000
2026-01-19,160000000,163000000
2026-01-20,161000000,164000000
2026-01-21,165000000,168000000
2026-01-22,164500000,167500000
2026-01-23,167800000,170800000
2026-01-24,170000000,173000000
2026-01-25,170000000,173000000
2026-01-26,173000000,176000000
2026-01-27,173000000,176000000
2026-01-28,180000000,183000000
2026-01-29,186400000,189400000
2026-01-30,178000000,181000000
2026-01-31,168500000,171500000
2026-02-01,168500000,171500000
2026-02-02,162800000,165800000
2026-02-03,172000000,175000000
2026-02-04,176700000,179700000
2026-02-05,173000000,176000000
2026-02-06,173000000,176000000
2026-02-07,176000000,179000000
2026-02-08,176000000,179000000
2026-02-09,178000000,181000000
2026-02-10,177500000,180500000
2026-02-11,177500000,180500000
2026-02-12,177500000,180500000
2026-03-05,181700000,184700000
2026-03-06,180800000,183800000
2026-03-07,182000000,185000000
2026-03-08,182000000,185000000
2026-03-09,181100000,184100000
2026-03-10,183100000,186100000
2026-03-11,184200000,187200000
2026-03-12,183300000,186300000
2026-03-13,181800000,184800000
2026-03-14,179600000,182600000
2026-03-15,179600000,182600000
2026-03-16,180100000,183100000
2026-03-17,180000000,183000000
2026-03-18,178800000,181800000
2026-03-19,172500000,175500000
2026-03-20,173100000,176100000
2026-03-21,168000000,171000000
2026-03-22,168000000,171000000
2026-03-23,160300000,163700000
2026-03-24,167200000,170200000
2026-03-25,170500000,173500000
2026-03-26,168500000,171500000
2026-03-27,168600000,171600000
2026-03-28,169800000,172800000
2026-03-29,169800000,172800000
2026-03-30,170800000,173800000
2026-03-31,171900000,174900000
2026-04-01,173700000,176700000
2026-04-02,170000000,173500000
2026-04-03,171000000,174500000
2026-04-04,171000000,174500000
2026-04-05,171000000,174500000
2026-04-06,170000000,173000000
2026-04-07,169300000,172400000
2026-04-08,170800000,174800000
2026-04-09,168500000,171500000
2026-04-10,169700000,172700000
2026-04-11,169400000,172400000
2026-04-12,169400000,172400000
2026-04-13,168500000,171500000
2026-04-14,170000000,173000000
2026-04-15,169800000,172800000
2026-04-16,167700000,171200000
2026-04-17,167500000,170500000
2026-04-18,168500000,171500000
2026-04-19,168500000,171500000
2026-04-20,168300000,171300000
2026-04-21,167600000,170600000
2026-04-22,167000000,170000000
2026-04-23,166200000,169200000
2026-04-24,165000000,168000000
2026-04-25,165800000,168800000
2026-04-26,165800000,168800000
2026-04-27,165800000,168800000
2026-04-28,164500000,167500000
2026-04-29,162500000,165500000
2026-04-30,162500000,165500000
2026-05-01,163000000,166000000
2026-05-02,163000000,166000000
2026-05-03,163000000,166000000
2026-05-04,163300000,166300000
2026-05-05,162000000,165000000
2026-05-06,163000000,166000000
2026-05-07,164500000,167500000
2026-05-08,164500000,167500000
2026-05-09,164500000,167500000
2026-05-10,164500000,167500000
2026-05-11,162200000,165200000
2026-05-12,162500000,165500000
2026-05-13,162000000,165000000
2026-05-14,162000000,165000000
2026-05-15,160500000,163500000
2026-05-16,160500000,163500000
2026-05-17,160500000,163500000
2026-05-18,160800000,163800000
2026-05-19,160500000,163500000
2026-05-20,158500000,161500000
2026-05-21,159400000,162400000
2026-05-22,159000000,162000000
2026-05-23,158500000,161500000
2026-05-24,158500000,161500000
2026-05-25,159000000,162000000
2026-05-26,158500000,161500000
2026-05-27,157500000,160500000
2026-05-28,154500000,157500000
2026-05-29,155500000,158500000
2026-05-30,156000000,159000000
2026-05-31,156000000,159000000
2026-06-01,155500000,158500000
2026-06-02,154500000,157500000
2026-06-03,154000000,157000000
2026-06-04,153000000,156000000
2026-06-05,149200000,153200000
2026-06-06,146200000,150200000
2026-06-07,146200000,150200000
2026-06-08,138800000,143800000
2026-06-09,138800000,143800000
2026-06-10,134300000,138300000
2026-06-11,133400000,138400000
2026-06-12,143000000,146000000
2026-06-13,144000000,147000000
2026-06-14,144000000,147000000
2026-06-15,148500000,151000000
2026-06-16,150000000,152000000
2026-06-17,149000000,151500000
2026-06-18,147300000,150300000
2026-06-19,142500000,146500000
2026-06-20,144200000,147200000
2026-06-22,145700000,148700000
2026-06-23,144000000,147000000
2026-06-24,144000000,147000000
2026-06-25,143000000,146000000
2026-06-26,143800000,146800000
2026-06-28,145500000,148500000
2026-06-29,145000000,148000000
2026-06-30,143000000,146000000
2026-07-01,143400000,146400000
2026-07-02,145400000,148400000
2026-07-03,145400000,148400000
2026-07-04,148400000,151400000
2026-07-06,148000000,151000000
2026-07-07,147000000,150000000
2026-07-08,145500000,148500000
2026-07-09,145500000,148500000
2026-07-10,145000000,149000000
2026-07-13,143000000,146800000
2026-07-14,143000000,146500000
2026-07-15,143500000,147500000
2026-07-22,143500000,147000000
2026-07-23,139000000,143500000
2026-07-24,138000000,142500000
2026-07-25,138500000,142500000
2026-07-27,140200000,144200000
2026-07-28,138500000,142500000
2026-07-29,137000000,141000000
2026-07-30,139200000,143200000
2026-07-31,138500000,142500000
2026-08-01,138000000,142000000
2026-08-03,137500000,141500000
2026-08-04,137300000,141300000
2026-08-05,138500000,142500000
2026-08-06,140000000,144000000
2026-08-07,139500000,143500000
2026-08-08,140000000,144000000
2026-08-10,140200000,144200000
2026-08-11,141500000,145500000
2026-08-12,141500000,145500000
2026-08-13,141200000,145200000
2026-08-14,140000000,144000000
2026-08-15,140500000,144500000
2026-08-16,140500000,144500000
2026-08-17,141200000,145200000
2026-08-18,141000000,145000000
2026-08-19,140000000,144000000
2026-08-20,143000000,147000000
2026-08-21,144000000,148000000
2026-08-22,145500000,149500000
2026-08-23,145500000,149500000
2026-08-24,149000000,153000000
2026-08-25,150000000,154000000
2026-08-26,149800000,153800000
